"player","player_num","position","height","weight","birthdate","country","experience","college","team_stat_ranking","age","games","games_started","minutes_played","field_goals","field_goal_attempts","field_goal_percent","points3","points3_attempts","points3_percent","points2","points2_attempts","points2_percent","effective_field_goal_percent","free_throws","free_throw_attempts","free_throw_percent","offensive_rebounds","defensive_rebounds","total_rebounds","assists","steals","blocks","turnovers","fouls","points","team_salary_ranking","salary","team"
"Patrick Mills",8,"point guard",72,185,"1988-08-11","au",6,"Saint Mary's College of California",5,27,81,3,1662,260,612,0.425,123,320,0.384,137,292,0.469,0.525,47,58,0.81,27,131,158,226,59,6,76,102,690,7,3578947,"SAS"
"Rasual Butler",18,"small forward",79,215,"1979-05-23","us",12,"La Salle University",13,36,46,0,432,49,104,0.471,15,49,0.306,34,55,0.618,0.543,11,16,0.688,3,53,56,24,13,23,8,11,124,10,1499187,"SAS"
"Ray McCallum",3,"point guard",75,190,"1991-06-12","us",2,"University of Detroit Mercy",15,24,31,3,256,27,67,0.403,5,16,0.313,22,51,0.431,0.44,9,10,0.9,6,25,31,33,5,4,11,14,68,14,947276,"SAS"
"Tim Duncan",21,"center",83,250,"1976-04-25","vi",18,"Wake Forest University",6,39,61,60,1536,215,441,0.488,0,2,0,215,439,0.49,0.488,92,131,0.702,115,332,447,163,47,78,90,125,522,6,5000000,"SAS"
"Tony Parker",9,"point guard",74,185,"1982-05-17","be",14,NA,4,33,72,72,1980,350,710,0.493,27,65,0.415,323,645,0.501,0.512,130,171,0.76,17,159,176,379,54,11,131,114,857,3,13437500,"SAS"
"Anthony Bennett",15,"power forward",80,245,"1993-03-14","ca",2,"University of Nevada, Las Vegas",15,22,19,0,84,8,27,0.296,3,14,0.214,5,13,0.385,0.352,9,10,0.9,6,17,23,0,5,0,4,8,28,14,947276,"TOR"
"Bismack Biyombo",8,"center",81,255,"1992-08-28","cd",4,NA,5,23,82,22,1808,156,288,0.542,0,1,0,156,287,0.544,0.542,142,226,0.628,182,473,655,29,19,133,71,225,454,8,3000000,"TOR"
"Bruno Caboclo",20,"small forward",81,218,"1995-09-21","br",1,NA,16,20,6,1,43,1,12,0.083,1,7,0.143,0,5,0,0.125,0,0,NA,1,1,2,1,2,1,4,2,3,12,1524000,"TOR"
"Cory Joseph",6,"shooting guard",75,193,"1991-08-20","ca",4,"University of Texas at Austin",3,24,80,4,2046,257,585,0.439,30,110,0.273,227,475,0.478,0.465,133,174,0.764,39,171,210,250,63,20,102,131,677,4,7000000,"TOR"
"Delon Wright",55,"point guard",77,183,"1992-04-26","us",0,"University of Utah",13,23,27,1,229,36,80,0.45,5,13,0.385,31,67,0.463,0.481,26,35,0.743,8,29,37,31,8,3,16,7,103,13,1509360,"TOR"
"DeMar DeRozan",10,"shooting guard",79,221,"1989-08-07","us",6,"University of Southern California",2,26,78,78,2804,614,1377,0.446,47,139,0.338,567,1238,0.458,0.463,555,653,0.85,64,285,349,315,81,21,175,167,1830,3,9500000,"TOR"
"DeMarre Carroll",5,"small forward",80,215,"1986-07-27","us",6,"University of Missouri",10,29,26,22,786,105,270,0.389,46,118,0.39,59,152,0.388,0.474,30,50,0.6,31,91,122,27,44,6,28,63,286,1,13500000,"TOR"
"James Johnson",3,"power forward",81,250,"1987-02-20","us",6,"Wake Forest University",9,28,57,32,926,114,240,0.475,20,66,0.303,94,174,0.54,0.517,39,68,0.574,28,98,126,67,29,33,54,84,287,10,2500000,"TOR"
"Jason Thompson",1,"center",83,250,"1986-07-21","us",7,"Rider University",12,29,19,6,292,32,66,0.485,5,15,0.333,27,51,0.529,0.523,18,22,0.818,22,58,80,10,8,12,8,40,87,16,328955,"TOR"
"Jonas Valanciunas",17,"center",84,265,"1992-05-06","lt",3,NA,8,23,60,59,1557,303,536,0.565,0,0,NA,303,536,0.565,0.565,162,213,0.761,184,363,547,42,25,80,85,158,768,6,4660482,"TOR"
"Kyle Lowry",7,"point guard",73,196,"1986-03-25","us",9,"Villanova University",1,29,77,77,2851,512,1198,0.427,212,547,0.388,300,651,0.461,0.516,398,491,0.811,55,310,365,494,158,34,225,211,1634,2,12000000,"TOR"
"Lucas Nogueira",92,"center",84,241,"1992-07-26","br",1,NA,14,23,29,1,225,28,44,0.636,1,3,0.333,27,41,0.659,0.648,8,15,0.533,18,28,46,7,12,12,11,29,65,11,1842000,"TOR"
"Luis Scola",4,"power forward",81,240,"1980-04-30","ar",8,NA,7,35,76,76,1636,269,598,0.45,65,161,0.404,204,437,0.467,0.504,61,84,0.726,84,276,360,66,46,27,68,178,664,9,3000000,"TOR"
"Norman Powell",24,"shooting guard",76,215,"1993-05-25","us",0,"University of California, Los Angeles",11,22,49,24,725,97,229,0.424,36,89,0.404,61,140,0.436,0.502,43,53,0.811,16,95,111,47,29,10,32,59,273,15,650000,"TOR"
"Patrick Patterson",54,"power forward",81,230,"1989-03-14","us",5,"University of Kentucky",4,26,79,0,2020,204,493,0.414,106,293,0.362,98,200,0.49,0.521,29,34,0.853,77,265,342,94,53,32,65,128,543,5,6268675,"TOR"
"Terrence Ross",31,"small forward",79,206,"1991-02-05","us",3,"University of Washington",6,24,73,7,1747,270,626,0.431,131,339,0.386,139,287,0.484,0.536,49,62,0.79,21,164,185,56,54,25,46,120,720,7,3553917,"TOR"
"Alec Burks",10,"shooting guard",78,214,"1991-07-20","us",4,"University of Colorado",12,24,31,3,797,137,334,0.41,32,79,0.405,105,255,0.412,0.458,106,141,0.752,16,93,109,63,18,4,51,71,412,3,9213484,"UTA"
"Chris Johnson",23,"small forward",78,206,"1990-04-29","us",3,"University of Dayton",11,25,70,2,857,72,194,0.371,27,99,0.273,45,95,0.474,0.441,34,42,0.81,27,105,132,45,32,20,40,100,205,14,981348,"UTA"
"Derrick Favors",15,"power forward",82,265,"1991-07-15","us",5,"Georgia Institute of Technology",3,24,62,59,1983,418,811,0.515,0,4,0,418,807,0.518,0.515,180,254,0.709,169,334,503,94,74,91,104,150,1016,2,11933333,"UTA"
"Elijah Millsap",13,"shooting guard",78,225,"1987-08-12","us",1,"University of Alabama at Birmingham",14,28,20,0,173,11,39,0.282,1,12,0.083,10,27,0.37,0.295,13,18,0.722,6,29,35,19,7,3,9,33,36,17,362878,"UTA"
"Erick Green",18,"point guard",76,185,"1991-05-09","us",1,"Virginia Polytechnic Institute and State University",16,24,6,0,35,5,12,0.417,1,4,0.25,4,8,0.5,0.458,2,2,1,3,2,5,2,1,0,0,4,13,19,99418,"UTA"
"Gordon Hayward",20,"small forward",80,226,"1990-03-23","us",5,"Butler University",1,25,80,80,2893,521,1202,0.433,143,410,0.349,378,792,0.477,0.493,393,477,0.824,61,336,397,296,95,27,202,183,1578,1,15409570,"UTA"
"J.J. O'Brien",22,"small forward",79,228,"1992-04-08","us",0,"San Diego State University",17,23,2,0,6,0,1,0,0,0,NA,0,1,0,0,0,0,NA,0,1,1,0,1,0,0,1,0,18,105888,"UTA"
"Jeff Withey",24,"center",84,231,"1990-03-07","us",2,"University of Kansas",13,25,51,10,658,87,162,0.537,0,2,0,87,160,0.544,0.537,43,59,0.729,56,117,173,20,21,53,28,75,217,15,947276,"UTA"
"Joe Ingles",2,"small forward",80,226,"1987-10-02","au",1,NA,9,28,81,2,1241,124,291,0.426,81,210,0.386,43,81,0.531,0.565,13,18,0.722,19,132,151,96,55,4,65,98,342,9,2250000,"UTA"
"Raul Neto",25,"point guard",73,179,"1992-05-19","br",0,NA,6,23,81,53,1499,180,418,0.431,64,162,0.395,116,256,0.453,0.507,52,70,0.743,17,103,120,174,62,2,109,122,476,13,1000000,"UTA"
"Rodney Hood",5,"shooting guard",80,206,"1992-10-20","us",1,"Duke University",2,23,79,79,2541,408,972,0.42,161,449,0.359,247,523,0.472,0.503,172,200,0.86,38,229,267,213,73,16,125,202,1149,11,1348440,"UTA"
"Rudy Gobert",27,"center",85,245,"1992-06-26","fr",2,NA,4,23,61,60,1932,198,354,0.559,0,0,NA,198,354,0.559,0.559,161,283,0.569,208,460,668,91,45,135,114,163,557,12,1175880,"UTA"
"Shelvin Mack",8,"point guard",75,203,"1990-04-22","us",4,"Butler University",10,25,28,27,879,142,320,0.444,35,98,0.357,107,222,0.482,0.498,36,49,0.735,11,95,106,149,26,3,81,65,355,8,2433333,"UTA"
"Tibor Pleiss",21,"center",87,256,"1989-11-02","de",0,NA,15,26,12,0,82,11,25,0.44,0,2,0,11,23,0.478,0.44,2,2,1,6,9,15,2,1,2,8,19,24,6,3000000,"UTA"
"Trevor Booker",33,"power forward",80,228,"1987-11-25","us",5,"Clemson University",5,28,79,2,1632,190,388,0.49,12,41,0.293,178,347,0.513,0.505,71,106,0.67,166,286,452,84,59,41,81,169,463,4,4775000,"UTA"
"Trey Burke",3,"point guard",73,191,"1992-11-12","us",2,"University of Michigan",8,23,64,0,1366,262,634,0.413,88,256,0.344,174,378,0.46,0.483,67,82,0.817,18,94,112,148,35,6,80,86,679,7,2658240,"UTA"
"Trey Lyles",41,"power forward",82,234,"1995-11-05","ca",0,"University of Kentucky",7,20,80,33,1382,191,436,0.438,49,128,0.383,142,308,0.461,0.494,57,82,0.695,59,240,299,59,26,18,65,114,488,10,2239800,"UTA"
"Alan Anderson",6,"shooting guard",78,220,"1982-10-16","us",6,"Michigan State University",16,33,13,0,192,21,59,0.356,12,37,0.324,9,22,0.409,0.458,11,15,0.733,1,26,27,14,4,1,2,25,65,9,4000000,"WAS"
"Bradley Beal",3,"shooting guard",77,207,"1993-06-28","us",3,"University of Florida",6,22,55,35,1708,359,799,0.449,105,271,0.387,254,528,0.481,0.515,135,176,0.767,41,147,188,162,54,11,112,117,958,5,5694674,"WAS"
"DeJuan Blair",45,"center",79,270,"1989-04-22","us",6,"University of Pittsburgh",15,26,29,0,218,28,68,0.412,0,1,0,28,67,0.418,0.412,5,13,0.385,20,37,57,11,8,2,15,53,61,NA,NA,"WAS"
"Drew Gooden",90,"power forward",82,250,"1981-09-24","us",13,"University of Kansas",13,34,30,0,305,33,103,0.32,7,41,0.171,26,62,0.419,0.354,9,14,0.643,28,57,85,13,8,11,13,40,82,10,3300000,"WAS"
"Garrett Temple",17,"small forward",78,195,"1986-05-08","us",5,"Louisiana State University",5,29,80,43,1951,201,505,0.398,89,258,0.345,112,247,0.453,0.486,91,125,0.728,36,176,212,140,69,18,64,195,582,14,1100602,"WAS"
"Gary Neal",14,"shooting guard",76,210,"1984-10-03","us",5,"Towson University",9,31,40,2,807,151,325,0.465,41,100,0.41,110,225,0.489,0.528,47,55,0.855,11,72,83,47,20,1,29,55,390,12,2100000,"WAS"
"J.J. Hickson",21,"center",81,242,"1988-09-04","us",7,"North Carolina State University",18,27,15,0,131,25,46,0.543,0,1,0,25,45,0.556,0.543,19,44,0.432,17,28,45,7,5,2,9,12,69,16,366337,"WAS"
"Jared Dudley",1,"power forward",79,225,"1985-07-10","us",8,"Boston College",4,30,81,41,2098,233,487,0.478,100,238,0.42,133,249,0.534,0.581,72,98,0.735,54,232,286,170,75,18,80,190,638,8,4250000,"WAS"
"Jarell Eddie",8,"small forward",79,218,"1991-10-30","us",0,"Virginia Polytechnic Institute and State University",17,24,26,0,147,20,65,0.308,15,47,0.319,5,18,0.278,0.423,8,8,1,2,21,23,5,5,1,1,5,63,15,561716,"WAS"
"John Wall",2,"point guard",76,195,"1990-09-06","us",5,"University of Kentucky",1,25,77,77,2784,572,1349,0.424,115,328,0.351,457,1021,0.448,0.467,272,344,0.791,42,337,379,789,145,59,318,159,1531,1,15851950,"WAS"
"Kelly Oubre",12,"small forward",79,205,"1995-12-09","us",0,"University of Kansas",11,20,63,9,671,90,211,0.427,25,79,0.316,65,132,0.492,0.486,31,49,0.633,25,108,133,13,22,7,34,100,236,13,1920240,"WAS"
"Kris Humphries",43,"power forward",81,235,"1985-02-06","us",11,"University of Minnesota",12,30,28,14,466,64,158,0.405,23,67,0.343,41,91,0.451,0.478,29,31,0.935,26,89,115,16,3,14,20,42,180,NA,NA,"WAS"
"Marcin Gortat",13,"center",83,240,"1984-02-17","pl",8,NA,3,31,75,74,2256,433,764,0.567,0,1,0,433,763,0.567,0.567,146,207,0.705,222,519,741,106,47,96,121,193,1012,3,11217391,"WAS"
"Marcus Thornton",15,"shooting guard",76,205,"1987-06-05","us",6,"Louisiana State University",14,28,14,2,224,42,107,0.393,18,54,0.333,24,53,0.453,0.477,16,21,0.762,7,28,35,19,13,1,11,17,118,17,251107,"WAS"
"Markieff Morris",5,"power forward",82,245,"1989-09-02","us",4,"University of Kansas",10,26,27,21,712,134,287,0.467,25,79,0.316,109,208,0.524,0.51,42,55,0.764,30,128,158,37,25,17,45,80,335,4,8000000,"WAS"
"Nene Hilario",42,"power forward",83,250,"1982-09-13","br",13,NA,8,33,57,11,1094,209,384,0.544,0,3,0,209,381,0.549,0.544,107,185,0.578,52,207,259,97,54,26,76,156,525,2,13000000,"WAS"
"Otto Porter",22,"small forward",80,198,"1993-06-03","us",2,"Georgetown University",2,22,75,73,2276,339,717,0.473,98,267,0.367,241,450,0.536,0.541,95,126,0.754,97,294,391,120,105,32,70,163,871,7,4662960,"WAS"
"Ramon Sessions",7,"point guard",75,190,"1986-04-11","us",8,"University of Nevada, Reno",7,29,82,5,1667,280,592,0.473,36,111,0.324,244,481,0.507,0.503,214,283,0.756,25,178,203,239,46,5,115,102,810,11,2170465,"WAS"
"Ryan Hollins",15,"center",84,240,"1984-10-10","us",9,"University of California, Los Angeles",19,31,5,3,48,4,7,0.571,0,0,NA,4,7,0.571,0.571,0,0,NA,7,4,11,0,0,1,3,4,8,18,176375,"WAS"
